計劃年度,主持人,執行機關,計劃名稱,執行起迄,核定金額
"102","蕭如玲","嘉南藥理科技大學","嘉南藥理科技大學醫務管理系(含碩士班)","探討醫院發展行動醫療之研究:社會-技術系統之觀點","2013/08/01~2014/07/31","436000"
"102","蕭妃秀","國立臺灣大學","國立臺灣大學醫學院護理學系暨研究所","身心靈支持團體於改善乳癌病患處於完成積極治療後至進入存活期之過渡時期其憂鬱和整體安適之長期成效探討","2013/08/01~2015/07/31","1871000"
"102","蕭宇伸","國立中興大學","國立中興大學水土保持學系（所）","分析利用慣性測量元件(IMU)計算船載重力精度","2013/02/01~2014/01/31","551000"
"102","蕭宇超","國立政治大學","國立政治大學語言學研究所","五個漢語方言中音節連併之語音組合制約及普遍制約研究 (II)","2013/08/01~2014/07/31","1003000"
"102","蕭宇宏","國立雲林科技大學","國立雲林科技大學電機工程系暨研究所","應用於無線影像感測器之低功耗色彩濾波陣列無失真壓縮模組設計","2013/08/01~2014/07/31","582000"
"102","蕭宇翔","國立臺北大學","國立臺北大學企業管理學系","發展具語意保留之詞袋模型於訊號鑑別應用","2013/08/01~2014/07/31","513000"
"102","蕭文生","國立中正大學","國立中正大學法律學系","國會法制再進化之研究-以信任與效率為核心","2013/08/01~2014/07/31","377000"
"102","蕭文龍","銘傳大學","銘傳大學資訊管理學系（所）","利他行為在線上團購中有用嗎? 從共同產生的價值觀點探討","2013/08/01~2014/07/31","374000"
"102","蕭文澤","銘傳大學","財團法人國家實驗研究院儀器科技研究中心","具光補償微結構製程技術於多波段混光模組之研究","2013/08/01~2014/07/31","895000"
"102","蕭文澤","銘傳大學","財團法人國家實驗研究院儀器科技研究中心","結合多角形旋轉掃瞄鏡控制與圖像處理技術於大面積鋁摻雜氧化鋅透明導電薄膜退火研究","2013/06/01~2014/05/31","580000"
"102","蕭守仁","國立彰化師範大學","國立彰化師範大學數學系暨研究所","N-tower問題及相關問題探討","2013/08/01~2014/07/31","674000"
"102","蕭安穗","國立彰化師範大學","臺北榮民總醫院耳鼻喉頭頸部","耳鳴患者自發性腦電波特徵萃取與臨床應用","2013/08/01~2014/07/31","850000"
"102","蕭暉議","國立彰化師範大學","財團法人國家衛生研究院生技與藥物研究所","1. Palhinine A的全合成研究      2. 高速平行合成技術於抗癌藥物開發之應用：開發新穎ALK激?抑制劑","2013/08/01~2016/07/31","1350000"
"102","蕭再安","國立臺灣海洋大學","國立臺灣海洋大學河海工程學系","運輸永續性與運輸生活品質之評估","2013/08/01~2014/07/31","649000"
"102","蕭炎宏","國立中山大學","國立中山大學海洋生物科技暨資源學系（所）","台灣地區蝕變玄武岩中黏土礦物之岩象與地球化學特性(III)","2013/08/01~2014/07/31","1201000"
"102","蕭宏昇","國立中山大學","中央研究院基因體研究中心","利用分子造影技術建立肝癌腫瘤幹細胞小鼠模式以鑑別影響肝腫瘤發生之決定分子、抗藥性發生機制及抗癌幹細胞新藥篩選鑑定(2/3)","2013/08/01~2014/07/31","1700000"
"102","蕭宏昇","國立中山大學","中央研究院基因體研究中心","腺?酸激?於人類肺癌轉移機制探討與轉譯醫學之研究","2013/08/01~2016/07/31","6288000"
"102","蕭宏祺","世新大學","世新大學傳播管理學系（所）","八卦醜聞下的家庭認同協商: 同志子女對父母的身份揭露談話分析研究","2013/08/01~2015/07/31","650000"
"102","蕭宏章","國立成功大學","國立成功大學資訊工程學系（所）","Key-Value Store系統最佳化與實現：以Hadoop HBase為例","2013/08/01~2014/07/31","767000"
"102","蕭斐元","國立臺灣大學","國立臺灣大學醫學院臨床藥學研究所","運用臨床實證評估全民健康保險藥品給付制度:以顆粒性白血球生長刺激素於癌症病患之使用為例","2013/08/01~2015/07/31","1046000"
"102","蕭得聖","國立交通大學","國立交通大學電機工程學系（所）","子計畫二：使用階層式最佳化輪胎力量分配法之全車運動控制系統設計與實現","2013/08/01~2014/07/31","736000"
"102","蕭銘殷","國立交通大學","和春技術學院電機工程系","演化式規劃區間式第二型模糊協作控制器之設計及實現於機器人","2013/08/01~2014/07/31","224000"
"102","蕭銘華","國立交通大學","財團法人國家實驗研究院儀器科技研究中心","電子束操控沈積奈米級高深寬比探針製作、分析及應用研究","2013/08/01~2014/07/31","857000"
"102","蕭璦莉","國立成功大學","國立成功大學微生物學科（所）","半乳糖凝集素(galectin)在流行性感冒病毒感染中所扮演的角色","2013/08/01~2014/10/31","1800000"
"102","蕭義玲","國立中正大學","國立中正大學中國文學系","台灣現代主義小說的宗教性探求----以王文興、七等生為觀察對象","2013/08/01~2015/07/31","732000"
"102","蕭玲鳳","國立中正大學","財團法人國家實驗研究院台灣颱風洪水研究中心","子計畫:高解析度颱風數值模式對侵台颱風路徑與台灣地區豪雨預報之改進研究(II)","2013/08/01~2014/07/31","472000"
"102","蕭育仁","國立東華大學","國立東華大學財務金融學系","性別對金融知識和金融行為的影響(GM04)","2013/08/01~2015/07/31","980000"
"102","蕭育仁","國立東華大學","國立東華大學財務金融學系","銀行放款條件，企業多角化與小型企業融資","2013/08/01~2014/07/31","488000"
"102","蕭憶梅","國立東華大學","國家教育研究院課程及教學研究中心","高中歷史教育核心能力教與學之研究—以「神入歷史」為例(II)","2013/08/01~2015/07/31","564000"
"102","蕭德瑛","國立清華大學","國立清華大學動力機械工程學系","壓縮空氣推動之液壓馬達系統設計、製造與測試","2013/08/01~2014/07/31","1170000"
"102","蕭仁傑","國立臺灣大學","國立臺灣大學海洋研究所海洋生物及漁業組","子計畫：全球變遷因子對東海及西北太平洋黑潮海域底棲性魚類群聚結構與生活史之影響","2013/08/01~2014/07/31","2314000"
"102","蕭雅竹","長庚學校財團法人長庚科技大學","長庚學校財團法人長庚科技大學護理系","提升護理學生靈性素養之研究：靈性教育課程規劃與評價","2013/08/01~2015/07/31","1071000"
"102","蕭俊彥","國立高雄第一科技大學","國立高雄第一科技大學運籌管理系","以啟發式演算法開發與實作一個經濟包裝揀貨策略與雛型系統(I)","2013/08/01~2014/07/31","570000"
"102","蕭俊祥","國立臺北科技大學","國立臺北科技大學機械工程系","自主環境探索機器人研製","2013/08/01~2014/07/31","613000"
"102","蕭俊卿","國立虎尾科技大學","國立虎尾科技大學機械設計工程系","多頻段焦電感測器","2013/08/01~2014/07/31","713000"
"102","蕭介夫","義守大學","義守大學生物科技學系","以低價農產品為原料生產海藻糖及其相關保健產品製程之開發(2/2)","2013/06/01~2013/12/31","2000000"
"102","蕭介夫","義守大學","義守大學生物科技學系","利用生物科技轉化南部地區農特產品及其廢棄物為高價值生技產品","2013/08/01~2016/07/31","9000000"
"102","蕭秋月","中山醫學大學","中山醫學大學護理學系（所）","照顧是一個互動的過程: 精神分裂症患者和主要照顧者之生活品質及其相關因素之探討","2013/08/01~2014/07/31","607000"
"102","蕭富元","淡江大學","淡江大學航空太空工程學系","二體問題中雷射光推進太空船的軌道特性分析","2013/08/01~2014/07/31","519000"
"102","蕭富榮","國立陽明大學","國立陽明大學腦科學研究所","以大腦預設模式網路的興奮程度與功能連結來探討顳葉癲癇患者於術前/術後之認知功能受損之變化(II)","2013/08/01~2014/07/31","733000"
"102","蕭富仁","國立成功大學","國立成功大學心理學系","子計畫三：閉迴路癲癇抑制系統在自發性失神癲癇與顳葉癲癇大鼠之長期評估(3/3)","2013/05/01~2014/07/31","1302000"
"102","蕭淑貞","國立成功大學","耕莘健康管理專科學校護理科","建構精神衛生護理教師臨床實務能力之學習方案","2013/08/01~2014/07/31","525000"
"102","蕭金福","國立成功大學","財團法人國家衛生研究院群體健康科學研究所","多區域臨床試驗之假設檢定","2013/08/01~2014/07/31","654000"
"102","蕭櫓","國立中興大學","國立中興大學企業管理學系（所）","供應鏈環境下，炫耀性商品之產品開發與生產規劃","2013/08/01~2015/07/31","950000"
"102","蕭志清","高苑科技大學","高苑科技大學資訊科技系","子計畫三：特徵篩選及規則萃取分析","2013/08/01~2014/07/31","365000"
"102","蕭志同","東海大學","東海大學經濟學系","台灣太陽光電產業發展模式之研究與政策分析","2013/08/01~2014/07/31","608000"
"102","蕭志明","聖約翰科技大學","聖約翰科技大學資訊工程系","合成車載網路中具重疊性多群組通訊之有序訊息處理研究(II)","2013/08/01~2014/07/31","450000"
"102","蕭高彥","聖約翰科技大學","中央研究院人文社會科學研究中心","社會契約、歷史與現代國家觀念發展史（行遠專書寫作）","2013/08/01~2018/07/31","5522391"
"102","蕭飛賓","國立成功大學","國立成功大學航空太空工程學系（所）","以微小圓柱的人為擾動機構控制及提升平面噴流流場混合及捲入特性之研究","2013/08/01~2016/07/31","3725000"
"102","蕭飛賓","國立成功大學","國立成功大學航空太空工程學系（所）","真實環境下變速型水平軸式風力機之動態模擬系統開發與驗證","2013/08/01~2015/07/31","1774000"
"102","蕭勝夫","國立中山大學","國立中山大學資訊工程學系（所）","基於查表之硬體算術運算單元設計最佳化(I)","2013/08/01~2014/07/31","683000"
"102","蕭勝文","國立中山大學","長庚醫療財團法人婦產科","探討胎內移植人類羊水幹細胞在治療小鼠脊髓性肌肉萎縮症的角色","2013/08/01~2015/07/31","2920000"
"102","蕭惠貞","國立臺灣師範大學","國立臺灣師範大學華語文教學系","華語多義詞詞彙學習網建置 (II)：L2華語詞彙習得研究","2013/08/01~2015/07/31","2031000"
"102","蕭信宏","國立臺灣大學","國立臺灣大學醫學院寄生蟲學科","Wnt信號路徑參與埃及斑蚊生殖與發育調控機制之功能性研究","2013/08/01~2014/07/31","720000"
"102","蕭自佑","國立臺灣大學","國立臺灣大學醫學院耳鼻喉科","建立測量聲帶振動功能之定量法","2013/08/01~2016/07/31","3450000"
"102","蕭峰青","國立臺灣大學","國防醫學院內分泌新陳代謝科","探討growth arrest-specific 6 對人類脂肪組織巨噬細胞浸潤作用及脂肪組織發炎的影響","2013/08/01~2015/07/31","2300000"
"102","蕭述三","國立中央大學","國立中央大學機械工程學系","Pre-combustion二氧化碳捕獲-低排放之淨煤利用技術開發與研究(Ⅰ)","2013/01/01~2013/12/31","13000000"
"102","蕭英玲","輔仁大學","輔仁大學學校財團法人輔仁大學兒童與家庭學系","台灣中年夫妻婚姻品質的變化：一個八年縱貫性的研究","2013/08/01~2014/07/31","546000"
"102","蕭仲凱","輔仁大學","佛教慈濟醫療財團法人花蓮慈濟醫院放射線科","癌幹細胞的真實面目—以磁振造影報導基因標定癌幹細胞並進行治療 策略之分析","2013/08/01~2016/07/31","3660000"
"102","蕭哲志","臺北醫學大學","臺北醫學大學藥理學科","探討不同選擇作用之組織蛋白去乙醯?調節成分抑制神經發炎之機制及其對腦內出血與腦炎之治療特性評估","2013/08/01~2016/07/31","4785000"
"102","蕭至惠","國立嘉義大學","國立嘉義大學行銷與運籌學系","網路促銷情境下，唯物主義、金錢充裕性、時間壓力與漁翁效應對線上衝動性購買行為之影響","2013/08/01~2014/07/31","423000"
"102","蕭鳳翔","國立臺南大學","國立臺南大學電機工程學系（所）","應用對稱式金鑰於混沌同步密碼系統","2013/08/01~2014/07/31","540000"
"102","蕭培文","國立臺南大學","中央研究院農業生物科技研究中心","(子計畫一)抗轉移性乳癌復發之植物藥暨其有效成分之研究(2/3)","2013/05/01~2014/04/30","2334000"
"102","蕭培墉","國立高雄大學","國立高雄大學電機工程學系","整合語意驅動多標型匹配與自適性布斯特演算法之嵌入式即時人群切割與計數系統及其多種關鍵晶片模組實現(I)","2013/08/01~2014/07/31","755000"
"102","薛一蘋","國立高雄大學","中央研究院分子生物研究所","IBMPFD和NF1小鼠模型之建立與研究(2/3)","2013/08/01~2014/07/31","2200000"
"102","薛一蘋","國立高雄大學","中央研究院分子生物研究所","Tbr-1-CASK-CINAP蛋白質複合體在神經發育疾病之研究(4/5)","2013/08/01~2014/07/31","5500000"
"102","薛丁仁","國立高雄大學","財團法人國家實驗研究院奈米元件實驗室","以非真空化學水浴堆疊法研製無硫化製程之銅鋅錫硫薄膜並開發銅鋅錫硫化合物太陽能電池","2013/08/01~2014/07/31","647000"
"102","薛清江","南臺科技大學","南臺科技大學通識教育中心","構思因應電腦網路科技衝擊下的通識教學策略：以「電腦網路倫理」為核心的教學實踐方案","2013/08/01~2014/07/31","332000"
"102","薛理桂","國立政治大學","國立政治大學圖書資訊與檔案學研究所","數位典藏長期保存策略及系統建置之研究：以中研院台史所檔案館為例","2013/08/01~2014/07/31","548000"
"102","薛尊仁","國立成功大學","國立成功大學醫學系內科學科","前瞻性研究來建立一個慢性阻塞性肺疾患者近期死亡之預測性綜合指標-validation研究(2)","2013/08/01~2014/07/31","800000"
"102","薛名成","國立交通大學","國立交通大學應用數學系（所）","地球流體力學的數學問題之數值計算與分析","2013/08/01~2015/07/31","1013000"
"102","薛明憲","國立高雄應用科技大學","國立高雄應用科技大學工業工程管理系","內燃機之燃油暨進氣系統預熱與降溫控制裝置","2013/06/01~2014/05/31","600000"
"102","薛化元","國立政治大學","國立政治大學台灣史研究所","台灣人權促進會與台灣人權發展（Ⅱ）","2013/08/01~2014/07/31","430000"
"102","薛化元","國立政治大學","國立政治大學台灣史研究所","數位人文脈絡下的史學應用研究-《自由中國》內涵之檢證與詮釋","2013/08/01~2015/07/31","1254000"
"102","薛夙珍","朝陽科技大學","朝陽科技大學資訊管理系（所）","具安全性與分享特質的行動雲端個人應用服務之研究","2013/08/01~2014/07/31","388000"
"102","薛木添","國立中央大學","國立中央大學電機工程學系","子計畫三：智慧型電源管理系統之直流電力線傳輸系統(3/3)","2013/05/01~2014/07/31","1269000"
"102","薛木添","國立中央大學","國立中央大學電機工程學系","子計畫四：適應性生理信號感測系統之超低功耗類比前端與信號處理電路之設計(1/3)","2013/05/01~2014/04/30","777000"
"102","薛漪平","國立臺灣大學","國立臺灣大學醫學院職能治療學系暨研究所","中風病人執行功能電腦適性測驗評量系統之發展","2013/08/01~2014/07/31","811000"
"102","薛光博","萬能學校財團法人萬能科技大學","萬能學校財團法人萬能科技大學電子工程系","利用異質接面p型氮化鎵/n型氧化鎂鋅材料製作紫外光發光二極體之研究","2013/08/01~2014/07/31","560000"
"102","薛光華","中原大學","中原大學電子工程學系","厚層高速數位印刷電路板中長訊號連通柱殘段效應對其時域傳輸波形與眼圖影響之分析與降低效應","2013/08/01~2014/07/31","681000"
"102","薛克民","國立臺灣大學","國立臺灣大學數學系暨研究所","可壓縮性液/氣相變問題之鬆弛型計算方法","2013/08/01~2014/07/31","320000"
"102","薛敏正","國立臺北大學","國立臺北大學會計學系（所）","國內會計博士班畢業生學術表現追蹤分析","2013/08/01~2014/07/31","320000"
"102","薛佑玲","國立中山大學","國立中山大學生物醫學研究所","探討調節膀胱尿路上皮細胞癌抑癌基因上皮細胞膜蛋白2之功能與表現之機制","2013/08/01~2014/07/31","930000"
"102","薛博仁","國立臺灣大學","國立臺灣大學醫學院檢驗醫學科","氟?諾酮(Fluoroquinolone)抗藥結核菌之抗藥機制研究：從基因變異、多重藥物輸出幫浦至基因體研究","2013/08/01~2014/07/31","915000"
"102","薛慧敏","國立政治大學","國立政治大學統計學系","核糖核酸測序實驗資料的維度縮減在基因集分析的運用","2013/08/01~2014/07/31","602000"
"102","薛敬和","中原大學","中原大學化學工程學系","作為細胞培養基材之含納米碳管溫感水膠及其在細胞層片製備之應用","2013/08/01~2014/07/31","1039000"
"102","薛景文","國立交通大學","國立交通大學科技法律研究所","反傾銷制度下「非市場經濟體」認定與適用之新建構","2013/03/01~2013/10/31","439000"
"102","薛景文","國立交通大學","國立交通大學科技法律研究所","第四代雙邊投資協議（BITs）與國際投資協議中環保抗辯之研究：國際投資協議之保障標準與地主國環保規範需求之衡平","2013/08/01~2014/07/31","313000"
"102","薛智文","國立臺灣大學","國立臺灣大學資訊網路與多媒體研究所","虛擬化環境中的多核心即時排程設計","2013/08/01~2015/07/31","1505000"
"102","薛智仁","國立臺灣大學","國立臺灣大學法律學系暨研究所","專斷醫療與假設同意","2013/08/01~2015/07/31","754000"
"102","薛幼苓","國立中正大學","國立中正大學資訊工程學系","適地性服務之實證方法與研究","2013/08/01~2015/07/31","1703000"
"102","薛承輝","國立臺灣大學","國立臺灣大學材料科學與工程學系暨研究所","以獨特技術研究帶狀金屬玻璃的剪切帶特性","2013/08/01~2016/07/31","5029000"
"102","薛文証","國立臺灣大學","國立臺灣大學工程科學及海洋工程學系暨研究所","準晶體雷射於水下通訊之研究","2013/08/01~2014/07/31","847000"
"102","薛義誠","國立中央大學","國立中央大學資訊管理學系","價值基礎論之物件導向前瞻規劃之架構與程序的分析設計","2013/08/01~2015/07/31","838000"
"102","薛憲文","國立中山大學","國立中山大學海洋環境及工程學系（所）","多波束測深系統於疏浚工程檢測技術之探討","2013/08/01~2014/07/31","800000"
"102","薛憲文","國立中山大學","國立中山大學海洋環境及工程學系（所）","無接縫海圖資料庫建置之研究與應用","2013/01/01~2013/12/31","824000"
"102","薛人愷","國立臺灣大學","國立臺灣大學材料科學與工程學系暨研究所","高性能板式熱交換器之研發","2013/08/01~2014/07/31","916000"
"102","薛雅慈","淡江大學","淡江大學課程與教學研究所","博雅書院通識教育之課程制度設計:兩岸四地之比較研究","2013/08/01~2014/07/31","312000"
"102","薛富盛","國立中興大學","國立中興大學材料科學與工程學系（所）","磁控濺鍍技術改善水五金產業之黃銅鑄件表面處理製程與表層脫鋅研究(1/3)","2013/02/01~2014/01/31","1660000"
"102","薛富盛","國立中興大學","國立中興大學材料科學與工程學系（所）","高遷移率透明導電薄膜低溫製程之開發研究(2/2)","2013/06/01~2014/05/31","1079000"
"102","薛招治","國立屏東科技大學","國立屏東科技大學科技管理研究所","企業專利組合佈局過程中內部研發或外部取得專利所扮演之角色及關聯性","2013/08/01~2014/07/31","495000"
"102","薛哲夫","健行學校財團法人健行科技大學","健行學校財團法人健行科技大學行銷與流通管理系","產品回收再製委外下之存貨管理與協作分析","2013/08/01~2015/07/31","596000"
"102","薩文蕙","國立政治大學","國立政治大學英國語文學系","漢語高功能自閉症兒童敘事中指涉策略之運用: 形式與功能","2013/08/01~2014/07/31","683000"
"102","藍崇文","國立臺灣大學","國立臺灣大學化學工程學系暨研究所","切割矽泥回收與應用之關鍵技術開發(3/3)","2013/01/01~2013/12/31","3918000"
"102","藍崑展","國立成功大學","國立成功大學資訊工程學系（所）","在智慧型手機上藉由多連結方式來實現頻寬共享","2013/08/01~2014/07/31","559000"
"102","藍弘岳","國立交通大學","國立交通大學社會與文化研究所","荻生徂徠的「文學」與思想：「漢文脈」與「武國」知識的展開","2013/08/01~2014/07/31","529000"
"102","藍天雄","廣亞學校財團法人育達科技大學","廣亞學校財團法人育達科技大學資訊管理系","基於 App 之遠端監控智慧型煙霧偵測系統之開發","2013/11/01~2014/10/31","540000"
"102","藍天雄","廣亞學校財團法人育達科技大學","廣亞學校財團法人育達科技大學資訊管理系","質子交換膜燃料電池流動參數控制之通用穩健設計與全面品質創新(I)","2013/08/01~2014/07/31","640000"
"102","藍政哲","高雄醫學大學","高雄醫學大學醫學系皮膚科","窄波長紫外線B (311nm)和準分子光線(308nm)對角質細胞的作用之分子研究:建立紫外線B光療的新典範","2013/08/01~2016/07/31","4326000"
"102","藍耿欣","高雄醫學大學","臺北榮民總醫院內科部腸胃科","C型肝炎病毒非結構蛋白5A上的一新穎的磷酸化位點之確認及功能分析","2013/08/01~2014/07/31","907000"
"102","藍耿立","高雄醫學大學","臺北榮民總醫院腫瘤醫學部","創新的血管內皮抑制素及白細胞介素2(endo-IL2)融合蛋白之臨床前療效和毒性研究(2/3)","2013/05/01~2014/04/30","1971000"
"102","藍兆杰","國立成功大學","國立成功大學機械工程學系（所）","新型變勁度機構之研究","2013/08/01~2014/07/31","1065000"
"102","藍先元","中國醫藥大學","中國醫藥大學臨床醫學研究所","右旋胺基酸氧化酵素抑制劑用於失智症之精神行為症狀之治療(2/3)","2013/07/01~2014/06/30","1999000"
"102","藍先元","中國醫藥大學","中國醫藥大學臨床醫學研究所","精神分裂症之血液診斷","2013/11/01~2014/10/31","2065000"
"102","藍正文","義守大學","義守大學生物醫學工程學系","具抗氧化性質膠原蛋白材料做為神經導管之應用","2013/08/01~2014/07/31","665000"
"102","藍武王","大華學校財團法人大華科技大學","大華學校財團法人大華科技大學觀光管理系","餐旅及運輸服務業之策略標竿分析","2013/08/01~2014/07/31","582000"
"102","藍佩嘉","國立臺灣大學","國立臺灣大學社會學系暨研究所","「全球化的親職與童年：社會不平等的交織與再製」專書寫作計畫","2013/08/01~2015/07/31","1428000"
"102","藍適齊","國立中正大學","國立中正大學歷史學系","在國際戰犯審判中的台籍戰犯: 被殖民者的戰爭與對「殖民戰爭責任」的一個新思考","2013/08/01~2014/07/31","600000"
"102","藍祺偉","元智大學","元智大學化學工程與材料科學學系（所）","利用微波進行生物聚酯高分子萃取及轉製生質燃料研究","2013/08/01~2014/07/31","987000"
"102","藍亭","臺北醫學大學","臺北醫學大學醫學人文研究所","(子計畫三)自我、意識、與神經哲學","2013/01/01~2015/12/31","2086000"
"102","藍亭","臺北醫學大學","臺北醫學大學醫學人文研究所","酬賞發生時的神經元活動能預測自我關聯性嗎？","2013/01/01~2014/12/31","2460000"
"102","藍於琛","義守大學","義守大學公共政策與管理學系","舊制度、政治轉型與民主治理：臺灣社會保險體系的族群政治分析","2013/08/01~2014/07/31","354000"
"102","藍郁青","中國醫藥大學","中國醫藥大學健康風險管理學系","台灣美沙酮病人自我管理即時互動手持行動系統","2013/08/01~2014/07/31","1170000"
"102","藍心婕","中國醫藥大學","國防醫學院生物及解剖學研究所","雙酚A對內分泌細胞訊息路徑之影響探討","2013/01/01~2014/07/31","1820000"
"102","藍友烽","國立虎尾科技大學","國立虎尾科技大學資訊管理系","基於問題發佈及同儕互評策略發展一個行動學習系統以提昇英文字彙學習績效","2013/08/01~2014/07/31","423000"
"102","藍苑慈","國立虎尾科技大學","臺北榮民總醫院外科部大腸直腸外科","探討Let-7與高移動性A基因家族調控大腸直腸癌腫瘤形成與癌幹特性之研究","2013/08/01~2014/07/31","1100000"
"102","藤井倫明","國立臺灣師範大學","國立臺灣師範大學東亞學系","「心神」的系譜——日本神道學說中的宋學元素研究","2013/08/01~2015/07/31","1159000"
"102","蘇威佳","國立彰化師範大學","國立彰化師範大學光電科技研究所","全像分光光學元件於立體視覺顯示之應用 (III)","2013/08/01~2014/07/31","1000000"
"102","蘇威宏","國立中山大學","國立中山大學材料與光電科學學系","動態透明物體之多功能檢測技術","2013/08/01~2016/07/31","3874000"
"102","蘇清源","國立中央大學","國立中央大學能源工程研究所","石墨烯之功能性改質及其於二維電子與光電元件之製作","2013/08/01~2016/07/31","3252000"
"102","蘇清論","國立中央大學","國立中央大學太空科學研究所","運用中壢30 MHz雷達和福爾摩沙衛星三號研究電離層散塊E層5公尺尺度電子密度不規則體","2013/08/01~2014/07/31","437000"
"102","蘇清淵","國立臺灣科技大學","國立臺灣科技大學材料科學與工程系","高溫熱處理對於聚丙烯?系奈米活性碳纖維膜之電化學性質影響研究","2013/08/01~2014/07/31","978000"
"102","蘇蘅","國立政治大學","國立政治大學新聞學系","數位時代的媒介倫理：重探新聞人員網路使用、新聞產製與專業評價的關係","2013/08/01~2015/07/31","1272000"
"102","蘇崇輝","國立高雄第一科技大學","國立高雄第一科技大學環境與安全衛生工程系（所）","以紋影光學法進行居室火場中性面之即時量測與煙控策略評估","2013/08/01~2016/07/31","1845000"
"102","蘇崇彥","國立臺灣師範大學","國立臺灣師範大學應用電子科技學系","子計畫二：應用於智慧型行動載具之隱私保護與高效率壓縮研究","2013/08/01~2014/07/31","577000"
"102","蘇有","元培科技大學","元培科技大學資訊工程系","利用光學影像輔助SAR目標判識之研究","2013/08/01~2014/07/31","333000"
"102","蘇國瑋","國立高雄第一科技大學","國立高雄第一科技大學資訊管理系","建立陸客導覽系統並以UTAUT探討陸客之行為意願(II)","2013/08/01~2014/07/31","604000"
"102","蘇國嵐","國立雲林科技大學","國立雲林科技大學電機工程系暨研究所","具自我平衡裝置之模組化機器人之開發","2013/11/01~2014/10/31","500000"
"102","蘇國和","中國文化大學","中國文化大學機械工程學系數位機電碩士班","往復式足型機器人導航系統與仿生夾爪之開發","2013/08/01~2014/07/31","356000"
"102","蘇國賢","國立臺灣大學","國立臺灣大學社會學系暨研究所","教書還是作研究？大專教師工作時間投入與分配之分析","2013/08/01~2014/07/31","586000"
"102","蘇明鴻","國立高雄應用科技大學","國立高雄應用科技大學工業工程管理系","化妝與保養品容器瓶之生產製造模式診斷及品質可靠度改善-東亞口有限公司","2013/11/01~2014/10/31","461000"
"102","蘇明道","國立臺灣大學","國立臺灣大學生物環境系統工程學系暨研究所","傳染病之擴散趨勢與預警區之建立(總計畫暨子計畫一)(1/2)","2013/08/01~2014/07/31","1200000"
"102","蘇明道","國立臺灣大學","國立臺灣大學生物環境系統工程學系暨研究所","社經資料隱私與空間分布特性保留之平衡研討","2013/08/01~2014/07/31","651000"
"102","蘇意雯","臺北市立大學","臺北市立大學數學系","幾何文本閱讀理解的任務設計與教學實作","2013/10/01~2014/09/30","440000"
"102","蘇民揚","銘傳大學","銘傳大學資訊工程學系（所）","語音伺服器的異常訊息與流量之防禦系統設計","2013/08/01~2014/07/31","652000"
"102","蘇純繒","國立雲林科技大學","國立雲林科技大學工業管理系暨工業工程與管理研究所","考量最小訂購量及成本數量折扣之運輸規劃模型","2013/08/01~2014/07/31","571000"
"102","蘇純瑩","高雄醫學大學","高雄醫學大學職能治療學系","有氧運動對精神分裂症病患的認知功能之療效探討:隨機控制試驗","2013/08/01~2015/07/31","1858000"
"102","蘇世顥","高雄醫學大學","財團法人國家實驗研究院台灣颱風洪水研究中心","子計畫:利用高解析度全球與區域模式之颱風與季風環流之跨尺度交互作用對臺灣地區極端降雨預報之研究(I)","2013/08/01~2014/07/31","347000"
"102","蘇弘毅","弘光科技大學","弘光科技大學環境與安全衛生工程系（所）","科技產業含氨氮廢水處理與回收技術模廠化與應用","2013/08/01~2016/07/31","12000000"
"102","蘇朝琴","國立交通大學","國立交通大學電機工程學系（所）","總計畫暨子計畫一：車用電池陣列之電源管理與容錯設計(III)","2013/08/01~2014/07/31","2763000"
"102","蘇朝墩","國立清華大學","國立清華大學工業工程與工程管理學系（所）","以GA為基礎的支持向量器之規則萃取方法及其應用","2013/08/01~2016/07/31","1226000"
"102","蘇朝墩","國立清華大學","國立清華大學工業工程與工程管理學系（所）","綜合考慮設計、製造與供應商品質管理以改善TFT-LCD產品之可靠度","2013/08/01~2016/07/31","2608000"
"102","蘇怡如","國立清華大學","國立清華大學外國語文學系（所）","英語為國際共通語之語言特色分析：探討流利雙語人之英語特徵","2013/08/01~2014/07/31","502000"
"102","蘇怡璇","國立清華大學","中央研究院細胞與個體生物學研究所","低氧誘發蛋白(HIFα)開啟海膽反口面外胚層基因調節網路的研究(子計畫2)(1/3)","2013/08/01~2014/07/31","1920000"
"102","蘇漢宗","國立成功大學","國立成功大學物理學系（所）","高空大氣閃電影像儀科學資料分析與應用 (3)","2013/08/01~2014/07/31","1487000"
"102","蘇春熺","國立臺北科技大學","國立臺北科技大學機械工程系","以碳材陶瓷複合材料製造之感測器系統","2013/08/01~2014/07/31","1006000"
"102","蘇中慧","長庚大學","長庚大學臨床醫學研究所","從探討IFI27功能到研發以抑制IFI27表現為主的乾癬治療方法","2013/08/01~2014/07/31","903000"
"102","蘇昭銘","中華大學","中華大學運輸科技與物流管理學系","從社會公平觀點探討提升郊區大眾運輸可及性之公車路線設計","2013/08/01~2014/07/31","520000"
"102","蘇振隆","中原大學","中原大學生物醫學工程學系","結合CT與US影像於胰臟腫瘤電腦輔助診斷系統之研發","2013/08/01~2014/07/31","707000"
"102","蘇水祥","義守大學","義守大學電子工程學系","內嵌式有機光感測電晶體之可撓式有機發光觸控面板(II)(III)","2013/08/01~2015/07/31","2081000"
