計劃年度,主持人,執行機關,計劃名稱,執行起迄,核定金額
"102","顏士淨","國立東華大學","國立東華大學資訊工程學系暨研究所","子計畫三：基於工作層級計算系統開發蒙地卡羅樹搜尋圍棋程式","2013/08/01~2015/07/31","1575000"
"102","顏旭男","聖約翰科技大學","聖約翰科技大學電子工程系","偏光片壓點瑕疵光學檢測系統之開發","2013/11/01~2014/10/31","600000"
"102","顏峰霖","高雄醫學大學","高雄醫學大學香粧品學系","台灣高價值經濟植物高氏柴胡與其活性成分之奈米新劑型製備及其美白與抗皮膚癌機轉探討","2013/08/01~2014/07/31","1150000"
"102","顏韶威","國立彰化師範大學","國立彰化師範大學資訊管理學系暨研究所","基於Kinect且具視角相依特性之紋理貼圖技術","2013/08/01~2014/07/31","555000"
"102","顧大維","淡江大學","淡江大學教育科技學系","Sifteo Cubes 融入遊戲式成語學習對於不同學習風格之國小學童學習成效與動機之影響","2013/08/01~2014/07/31","663000"
"102","顧萱萱","東吳大學","東吳大學國際經營與貿易學系（所）","服務超越預期總是好嗎? 過度關注性服務對消費者滿意度之影響","2013/08/01~2014/07/31","825000"
"102","顧進裕","高雄醫學大學","高雄醫學大學腎臟照護學系","MTA1在糖尿病腎病變的角色","2013/08/01~2016/07/31","4350000"
"102","顧兆仁","玄奘大學","玄奘大學視覺傳達設計學系","宗教文物在大型觸控螢幕上之自然操控手勢探索","2013/08/01~2014/07/31","274000"
"102","顧瑜君","國立東華大學","國立東華大學自然資源與環境學系","子計畫一：村落裏的學習角：跨界學習社群之人文生態產業開創探究","2013/01/01~2014/12/31","1731000"
"102","顧瑞祥","國立虎尾科技大學","國立虎尾科技大學工業管理系","應用以蜂群演算法最佳化之異質集成式分類器於線上即時監控多變量製程之研究","2013/08/01~2014/07/31","437000"
"102","顧正崙","長庚大學","長庚大學臨床醫學研究所","抗丙型干擾素自身抗體疾病的致病機制","2013/08/01~2014/07/31","1350000"
"102","顧景昇","國立高雄餐旅大學","國立高雄餐旅大學旅運管理系","與虛擬社群共創價值: 由政府到個人","2013/08/01~2014/07/31","593000"
"102","顧皓翔","國立高雄餐旅大學","華夏技術學院資訊工程系","利用開放式閘道器建構一具互動式品質調適服務之數位匯流居家照護平台","2013/08/01~2014/07/31","529000"
"102","顧維祺","國立臺中教育大學","國立臺中教育大學資訊工程學系(含碩士班)","可抵擋登入記錄攻擊之圖形化文字通行碼的進階安全性分析與實驗","2013/08/01~2014/07/31","624000"
"102","顧家綺","國立臺灣大學","國立臺灣大學醫學院免疫學研究所","調控嗜中性白血球趨移到發炎皮膚組織的新模式(1/2)","2013/10/01~2014/09/30","550000"
"102","飯塚義之","國立臺灣大學","中央研究院地球科學研究所","能量分散式光譜儀在場發射和鎢絲型掃瞄式電子顯微鏡分析技術之開發與應用","2013/08/01~2014/07/31","1090000"
"102","饒政玄","國立臺灣大學","長庚醫療財團法人腦神經外科(高雄)","血液中微型核糖核酸在小鼠腦膿瘍時之表現及功能","2013/08/01~2014/07/31","1000000"
"102","饒瑞鈞","國立成功大學","國立成功大學地球科學系（所）","隱沒到碰撞過渡帶的地殼變形-台灣與鄰近地區的GPS 觀測(I)","2013/08/01~2014/07/31","2275000"
"102","饒見有","國立成功大學","國立成功大學測量及空間資訊學系（所）","應用空載傾斜攝影進行建物牆面及其語意資訊之萃取","2013/08/01~2014/07/31","659000"
"102","饒維明","國立中央大學","國立中央大學數學系","在 Sub-Riemannian 幾何內最小曲面流形和相關問題","2013/08/01~2015/07/31","625000"
"102","馬上鈞","國立成功大學","國立成功大學體育健康與休閒研究所","以解釋水平理論探討大型賽會資產成果的重要性","2013/08/01~2014/07/31","584000"
"102","馬國興","國立成功大學","國防醫學院生物及解剖學研究所","應用[123I]-ADAM micro-SPECT 在臨床前篩選平台進行抗MDMA 神經毒性藥物之研究(II)","2013/01/01~2013/12/31","950000"
"102","馬國宸","國立臺灣大學","國立臺灣大學氣候天氣災害研究中心","降雨與植生根系對於層狀土壤入滲與抗剪強度之研究","2013/08/01~2014/07/31","427000"
"102","馬國鳳","國立中央大學","國立中央大學地球科學系","隱沒帶及斷層帶孕震機制探討","2013/08/01~2014/07/31","2832000"
"102","馬小康","國立臺灣大學","國立臺灣大學機械工程學系暨研究所","五組無閥壓電式雙電池質子交換膜燃料電池堆之研究","2013/08/01~2014/07/31","906000"
"102","馬尚彬","國立臺灣海洋大學","國立臺灣海洋大學資訊工程學系","風險驅動之複合服務管理機制研究","2013/08/01~2014/07/31","554000"
"102","馬席彬","國立清華大學","國立清華大學電機工程學系（所）","子計畫六：應用於心腦對談之隨身健康資訊中心(3/3)","2013/05/01~2014/07/31","939000"
"102","馬振基","國立清華大學","國立清華大學化學工程學系（所）","具低介電常數及高機械強度之氧化石墨烯/聚亞醯胺複合材料之製備及其基礎性質研究(2/3)","2013/08/01~2014/07/31","1267000"
"102","馬振基","國立清華大學","國立清華大學化學工程學系（所）","高性能之改質奈米金屬氧化物/矽樹脂複合材之製備與性質研究","2013/06/01~2014/05/31","810000"
"102","馬鴻文","國立臺灣大學","國立臺灣大學環境工程學研究所","永續都市之產業升級策略分析(I)","2013/08/01~2014/07/31","1035000"
"102","馬恆","中華大學","中華大學工業管理學系","整合類神經網路發展動作意念腦波辨識機制(I)","2013/08/01~2014/07/31","638000"
"102","馬詠程","長庚大學","長庚大學資訊工程學系","可調變功耗與效能之VLIW處理機","2013/08/01~2014/07/31","497000"
"102","馬景侯","長庚大學","義大醫療財團法人義大醫院骨科","應用鎖定式鋼板作為治療近端脛骨骨折之外固定系統其可行性與生物力學評估","2013/08/01~2014/07/31","629000"
"102","馬杰","元智大學","元智大學通訊工程學系","子計畫三：波束零化異構網路之細胞間干擾自我優化控制與輸入參數估測研究","2013/08/01~2014/07/31","798000"
"102","馬杰仁","國立中央大學","國立中央大學認知與神經科學研究所","使用腦部刺激技術探索時序知覺、時序錯誤知覺的大腦神經機制","2013/08/01~2016/07/31","3534000"
"102","馬肇聰","國立聯合大學","國立聯合大學電機工程學系","多功能彈性交流配電系統裝置之設計與實現","2013/08/01~2014/07/31","756000"
"102","馬劍清","國立臺灣大學","國立臺灣大學機械工程學系暨研究所","建構數位影像相關法於全場量測及影像分析技術之建立","2013/08/01~2016/07/31","5502000"
"102","馬劍清","國立臺灣大學","國立臺灣大學機械工程學系暨研究所","高靈敏光纖光柵感測系統的研發及其應用於智能結構和耦合問題之探討","2013/08/01~2016/07/31","4728000"
"102","馬美蘭","廣亞學校財團法人育達科技大學","廣亞學校財團法人育達科技大學企業管理系","單車路線行動導覽App雲端服務設計","2013/11/01~2014/10/31","400000"
"102","馬宗潔","東吳大學","東吳大學社會工作學系（所）","殺害親密伴侶女性案件之探討","2013/08/01~2014/07/31","388000"
"102","馬辛一","東吳大學","國防醫學院神經外科","開發非病毒載體PUPEI攜帶微核醣核酸針對惡性神經膠質母細胞瘤為標的治療之研究","2013/08/01~2016/07/31","3750000"
"102","馬誠佑","國立中山大學","國立中山大學電機工程學系（所）","高介電常數材料與多晶矽界面對互補式薄膜電晶體的特性異常不對稱效應之研究與調變","2013/10/01~2014/07/31","1070000"
"102","馬群傑","國立臺南大學","國立臺南大學行政管理學系（所）","公民社會下的複合式災害危機管理實證研究：名義群體技術、認知續線理論與方案規劃法的應用","2013/08/01~2016/07/31","1337640"
"102","馬維芬","中國醫藥大學","中國醫藥大學護理學系","健康促進生活型態方案於精神心理健康障礙高風險青年之預防成效評估:隨機臨床試驗","2013/08/01~2016/07/31","2678000"
"102","馬德明","淡江大學","淡江大學航空太空工程學系","群體繩繫衛星系統編隊飛行之最低推力需求探討","2013/08/01~2014/07/31","481000"
"102","馬徹","淡江大學","中央研究院基因體研究中心","(總計畫與子計畫一)抗流感病毒通用型疫苗之研發(3/3)","2013/05/01~2014/04/30","4500000"
"102","馬雅貞","國立清華大學","國立清華大學歷史研究所","園林、行宮與帝國：清宮皇苑圖繪的製作","2013/08/01~2015/07/31","1105000"
"102","馬仕信","逢甲大學","逢甲大學光電學系","白光LED照明燈具光形邊緣色散補償之研究","2013/08/01~2014/07/31","953000"
"102","馬志明","逢甲大學","聖母醫護管理專科學校化妝品應用與管理科","新型光反應器開發及應用之研究","2013/06/01~2014/05/31","437000"
"102","馬黛","國立中山大學","國立中山大學財務管理學系（所）","高頻交易對於期貨市場效益之評析","2013/11/01~2014/10/31","453000"
"102","馬廣仁","中華大學","中華大學機械工程學系","微弧氧化法製備自潤之氧化鋁-石墨複合材料膜層","2013/08/01~2014/07/31","736000"
"102","馬自莊","國立臺灣科技大學","國立臺灣科技大學電機工程系","具無線傳能、射頻辨識、定位暨通訊多功能之異質相位陣列之整合與創新研究","2013/08/01~2015/07/31","1738000"
"102","馬泰成","中國文化大學","中國文化大學經濟學系（所）","反托拉斯與經濟成長之關聯","2013/08/01~2014/07/31","442000"
"102","馬念涵","國立中央大學","國立中央大學系統生物與生物資訊研究所","探討新穎微型RNA於黑色素瘤中MAPK/ERK訊息傳遞活化之調控及影響","2013/08/01~2014/07/31","1200000"
"102","馬藹萱","國立政治大學","國立政治大學社會學系","境外教育、跨國文化資本與弱勢處境：向上流動或持久邊緣化？","2013/08/01~2015/07/31","1462000"
"102","馮嘉嫻","高雄醫學大學","高雄醫學大學香粧品學系","微小化分析導向之前處理及衍生方法在生物檢品之應用","2013/08/01~2014/07/31","1059000"
"102","馮世維","國立高雄大學","國立高雄大學應用物理學系（所）","半極性氮化鎵與氮化銦鎵之各向異性特徵、各向異性平面應力釋放、材料品質、與光極化之研究","2013/08/01~2014/07/31","730000"
"102","馮君君","國立臺北大學","國立臺北大學不動產與城鄉環境學系","生態系服務評價的再思考－生態的觀點","2013/08/01~2014/07/31","386000"
"102","馮思中","國立臺北大學","長庚醫療財團法人泌尿科","探討Nod-like receptors家族成員NLRC5在腎細胞癌中所扮演的角色","2013/08/01~2015/07/31","2920000"
"102","馮輝文","國立臺灣科技大學","國立臺灣科技大學資訊工程系","行動隨意與車載網路之安全機制設計","2013/08/01~2014/07/31","814000"
"102","馮怡蓁","國立臺灣大學","國立臺灣大學語言學研究所","自然語料中影響未完全音韻化規則實現之因素﹣﹣以台灣華語鼻音韻尾合流為例","2013/08/01~2014/12/31","715000"
"102","馮丰儀","國立暨南國際大學","國立暨南國際大學教育政策與行政學系（所）","中小學校長真誠領導理論與實踐之探究(I)","2013/08/01~2014/07/31","572000"
"102","馮展華","國立中正大學","國立中正大學精密模具研究中心","直傘齒輪成型刀盤切削法理論推導與研究","2013/08/01~2016/07/31","3280000"
"102","馮博皓","臺北醫學大學","臺北醫學大學附設醫院","在非小細胞肺癌病人其免疫系統之變化及免疫原性細胞死亡與治療預後的關係","2013/08/01~2014/07/31","750000"
"102","馮正一","國立中興大學","國立中興大學水土保持學系（所）","子計畫:坡地災害現地試驗監測與數值模擬(I)","2013/08/01~2014/07/31","975000"
"102","馮正民","國立交通大學","國立交通大學交通運輸研究所","以脆弱度與回復力觀點建構臺灣城際與海運運輸系統之風險評估","2013/08/01~2016/07/31","3059000"
"102","馮武雄","長庚大學","長庚大學電子工程學系","3D 奈米磁性材料與元件之系統晶片設計(2/3)","2013/09/01~2014/08/31","4000000"
